TellingSubsequence,WordContainingIt,ProperJudgementForWord
NONE,pE tI tI kE,okay
NONE,pE tI tI kE,okay
NONE,pE tI tI kE,okay
NONE,pE tI tI kE,okay
NONE,pa ti pa,okay
NONE,pa ti pa,okay
NONE,pa ti pa,okay
NONE,pa ti pa,okay
NONE,pa ti pa,okay
NONE,pa ti pa,okay
NONE,pa ti pa,okay
NONE,pa ti pa,okay
NONE,pI pa pa,okay
NONE,pI pa pa,okay
NONE,pI pa pa,okay
NONE,pI pa pa,okay
NONE,pI pa pa,okay
NONE,pI pa pa,okay
NONE,pI pa pa,okay
NONE,pI pa pa,okay
NONE,ki ka kE pa,okay
iaE,ki ka kE pa,bad
NONE,ki ka kE pa,okay
NONE,ki ka kE pa,okay
NONE,ki ka kE pa,okay
NONE,ki ka kE pa,okay
NONE,ki ka kE pa,okay
NONE,ki ka kE pa,okay
NONE,ti ti ti,okay
NONE,ti ti ti,okay
NONE,ti ti ti,okay
NONE,ti ti ti,okay
NONE,ti ti ti,okay
NONE,ti ti ti,okay
NONE,ti ti ti,okay
NONE,ti ti ti,okay
NONE,tI pI pI pE tE,okay
NONE,tI pI pI pE tE,okay
NONE,tI pI pI pE tE,okay
NONE,tI pI pI pE tE,okay
NONE,tI pI pI pE tE,okay
NONE,tI pI pI pE tE,okay
NONE,tI pI pI pE tE,okay
NONE,tI pI pI pE tE,okay
NONE,pe ke ki,okay
NONE,pe ke ki,okay
NONE,pe ke ki,okay
NONE,pe ke ki,okay
NONE,pe ke ki,okay
NONE,pe ke ki,okay
NONE,pe ke ki,okay
NONE,pe ke ki,okay
NONE,ke ta pe te,okay
NONE,ke ta pe te,okay
NONE,ke ta pe te,okay
NONE,ke ta pe te,okay
NONE,ke ta pe te,okay
NONE,ke ta pe te,okay
NONE,ke ta pe te,okay
NONE,ke ta pe te,okay
NONE,pa tI kE,okay
NONE,pa tI kE,okay
NONE,pa tI kE,okay
NONE,pa tI kE,okay
NONE,pa tI kE,okay
NONE,pa tI kE,okay
NONE,pa tI kE,okay
NONE,pa tI kE,okay
NONE,ke ke ka pe,okay
NONE,ke ke ka pe,okay
NONE,ke ke ka pe,okay
NONE,ke ke ka pe,okay
NONE,ke ke ka pe,okay
NONE,ke ke ka pe,okay
NONE,ke ke ka pe,okay
NONE,ke ke ka pe,okay
NONE,tE ka tE,okay
NONE,tE ka tE,okay
NONE,tE ka tE,okay
NONE,tE ka tE,okay
NONE,tE ka tE,okay
NONE,tE ka tE,okay
NONE,tE ka tE,okay
NONE,tE ka tE,okay
NONE,tI kE pI,okay
NONE,tI kE pI,okay
NONE,tI kE pI,okay
NONE,tI kE pI,okay
NONE,tI kE pI,okay
NONE,tI kE pI,okay
NONE,tI kE pI,okay
NONE,tI kE pI,okay
NONE,pI pI pI,okay
NONE,pI pI pI,okay
NONE,pI pI pI,okay
NONE,pI pI pI,okay
NONE,pI pI pI,okay
NONE,pI pI pI,okay
NONE,pI pI pI,okay
NONE,pI pI pI,okay
NONE,ti ki ti,okay
NONE,ti ki ti,okay
NONE,ti ki ti,okay
NONE,ti ki ti,okay
NONE,ti ki ti,okay
NONE,ti ki ti,okay
NONE,ti ki ti,okay
NONE,ti ki ti,okay
NONE,ka pI kI tE,okay
NONE,ka pI kI tE,okay
NONE,ka pI kI tE,okay
NONE,ka pI kI tE,okay
NONE,ka pI kI tE,okay
NONE,ka pI kI tE,okay
NONE,ka pI kI tE,okay
NONE,ka pI kI tE,okay
NONE,ki ke pe,okay
NONE,ki ke pe,okay
NONE,ki ke pe,okay
NONE,ki ke pe,okay
NONE,ki ke pe,okay
NONE,ki ke pe,okay
NONE,ki ke pe,okay
NONE,ki ke pe,okay
NONE,te pe pe,okay
NONE,te pe pe,okay
NONE,te pe pe,okay
NONE,te pe pe,okay
NONE,te pe pe,okay
NONE,te pe pe,okay
NONE,te pe pe,okay
NONE,te pe pe,okay
NONE,pa tE kE pE,okay
NONE,pa tE kE pE,okay
NONE,pa tE kE pE,okay
NONE,pa tE kE pE,okay
NONE,pa tE kE pE,okay
NONE,pa tE kE pE,okay
NONE,pa tE kE pE,okay
NONE,pa tE kE pE,okay
NONE,te ta ka kE,okay
NONE,te ta ka kE,okay
NONE,te ta ka kE,okay
NONE,te ta ka kE,okay
NONE,te ta ka kE,okay
NONE,te ta ka kE,okay
NONE,te ta ka kE,okay
NONE,te ta ka kE,okay
NONE,ka ke ki,okay
NONE,ka ke ki,okay
NONE,ka ke ki,okay
NONE,ka ke ki,okay
NONE,ka ke ki,okay
NONE,ka ke ki,okay
NONE,ka ke ki,okay
NONE,ka ke ki,okay
NONE,kE kE tE ka,okay
NONE,kE kE tE ka,okay
NONE,kE kE tE ka,okay
NONE,kE kE tE ka,okay
NONE,kE kE tE ka,okay
NONE,kE kE tE ka,okay
NONE,kE kE tE ka,okay
NONE,kE kE tE ka,okay
NONE,pE tI pE,okay
NONE,pE tI pE,okay
NONE,pE tI pE,okay
NONE,pE tI pE,okay
NONE,pE tI pE,okay
NONE,pE tI pE,okay
NONE,pE tI pE,okay
NONE,pE tI pE,okay
NONE,ti ti pi ka,okay
NONE,ti ti pi ka,okay
NONE,ti ti pi ka,okay
NONE,ti ti pi ka,okay
NONE,ti ti pi ka,okay
NONE,ti ti pi ka,okay
NONE,ti ti pi ka,okay
NONE,ti ti pi ka,okay
NONE,ta ke,okay
NONE,ta ke,okay
NONE,ta ke,okay
NONE,ta ke,okay
NONE,ta ke,okay
NONE,ta ke,okay
NONE,ta ke,okay
NONE,ta ke,okay
NONE,ke ka kI,okay
NONE,ke ka kI,okay
eaI,ke ka kI,bad
NONE,ke ka kI,okay
NONE,ke ka kI,okay
NONE,ke ka kI,okay
NONE,ke ka kI,okay
NONE,ke ka kI,okay
NONE,kI pE pI pI,okay
NONE,kI pE pI pI,okay
NONE,kI pE pI pI,okay
NONE,kI pE pI pI,okay
NONE,kI pE pI pI,okay
NONE,kI pE pI pI,okay
NONE,kI pE pI pI,okay
NONE,kI pE pI pI,okay
NONE,tI tE tE,okay
NONE,tI tE tE,okay
NONE,tI tE tE,okay
NONE,tI tE tE,okay
NONE,tI tE tE,okay
NONE,tI tE tE,okay
NONE,tI tE tE,okay
NONE,tI tE tE,okay
NONE,ke ta pa,okay
NONE,ke ta pa,okay
NONE,ke ta pa,okay
NONE,ke ta pa,okay
NONE,ke ta pa,okay
NONE,ke ta pa,okay
NONE,ke ta pa,okay
NONE,ke ta pa,okay
NONE,pE kE pI ta ke,okay
NONE,pE kE pI ta ke,okay
NONE,pE kE pI ta ke,okay
NONE,pE kE pI ta ke,okay
NONE,pE kE pI ta ke,okay
Iae,pE kE pI ta ke,bad
NONE,pE kE pI ta ke,okay
NONE,pE kE pI ta ke,okay
NONE,ta ki pe ke,okay
NONE,ta ki pe ke,okay
NONE,ta ki pe ke,okay
NONE,ta ki pe ke,okay
NONE,ta ki pe ke,okay
NONE,ta ki pe ke,okay
NONE,ta ki pe ke,okay
NONE,ta ki pe ke,okay
NONE,pI pa pi,okay
NONE,pI pa pi,okay
NONE,pI pa pi,okay
NONE,pI pa pi,okay
Iai,pI pa pi,bad
NONE,pI pa pi,okay
NONE,pI pa pi,okay
NONE,pI pa pi,okay
NONE,tI kI tI pE,okay
NONE,tI kI tI pE,okay
NONE,tI kI tI pE,okay
NONE,tI kI tI pE,okay
NONE,tI kI tI pE,okay
NONE,tI kI tI pE,okay
NONE,tI kI tI pE,okay
NONE,tI kI tI pE,okay
NONE,ti ke pa ki,okay
NONE,ti ke pa ki,okay
NONE,ti ke pa ki,okay
NONE,ti ke pa ki,okay
NONE,ti ke pa ki,okay
NONE,ti ke pa ki,okay
NONE,ti ke pa ki,okay
NONE,ti ke pa ki,okay
NONE,te ke pe,okay
NONE,te ke pe,okay
NONE,te ke pe,okay
NONE,te ke pe,okay
NONE,te ke pe,okay
NONE,te ke pe,okay
NONE,te ke pe,okay
NONE,te ke pe,okay
NONE,pi te te ti,okay
NONE,pi te te ti,okay
NONE,pi te te ti,okay
NONE,pi te te ti,okay
NONE,pi te te ti,okay
NONE,pi te te ti,okay
NONE,pi te te ti,okay
NONE,pi te te ti,okay
NONE,ti ka ta,okay
NONE,ti ka ta,okay
NONE,ti ka ta,okay
NONE,ti ka ta,okay
NONE,ti ka ta,okay
NONE,ti ka ta,okay
NONE,ti ka ta,okay
NONE,ti ka ta,okay
NONE,te ka te,okay
NONE,te ka te,okay
NONE,te ka te,okay
NONE,te ka te,okay
NONE,te ka te,okay
NONE,te ka te,okay
NONE,te ka te,okay
NONE,te ka te,okay
NONE,tE pI pa ki,okay
NONE,tE pI pa ki,okay
NONE,tE pI pa ki,okay
NONE,tE pI pa ki,okay
Iai,tE pI pa ki,bad
NONE,tE pI pa ki,okay
NONE,tE pI pa ki,okay
NONE,tE pI pa ki,okay
NONE,pI ta ke ta tE,okay
NONE,pI ta ke ta tE,okay
NONE,pI ta ke ta tE,okay
eaE,pI ta ke ta tE,bad
NONE,pI ta ke ta tE,okay
Iae,pI ta ke ta tE,bad
NONE,pI ta ke ta tE,okay
NONE,pI ta ke ta tE,okay
NONE,pa pE pa,okay
NONE,pa pE pa,okay
NONE,pa pE pa,okay
NONE,pa pE pa,okay
NONE,pa pE pa,okay
NONE,pa pE pa,okay
NONE,pa pE pa,okay
NONE,pa pE pa,okay
NONE,tI pE kI tE,okay
NONE,tI pE kI tE,okay
NONE,tI pE kI tE,okay
NONE,tI pE kI tE,okay
NONE,tI pE kI tE,okay
NONE,tI pE kI tE,okay
NONE,tI pE kI tE,okay
NONE,tI pE kI tE,okay
NONE,pe ka pe ka tI,okay
NONE,pe ka pe ka tI,okay
eaI,pe ka pe ka tI,bad
NONE,pe ka pe ka tI,okay
NONE,pe ka pe ka tI,okay
NONE,pe ka pe ka tI,okay
NONE,pe ka pe ka tI,okay
NONE,pe ka pe ka tI,okay
NONE,ta ta ki,okay
NONE,ta ta ki,okay
NONE,ta ta ki,okay
NONE,ta ta ki,okay
NONE,ta ta ki,okay
NONE,ta ta ki,okay
NONE,ta ta ki,okay
NONE,ta ta ki,okay
NONE,ta ki te pe ke,okay
NONE,ta ki te pe ke,okay
NONE,ta ki te pe ke,okay
NONE,ta ki te pe ke,okay
NONE,ta ki te pe ke,okay
NONE,ta ki te pe ke,okay
NONE,ta ki te pe ke,okay
NONE,ta ki te pe ke,okay
NONE,ke ke ti ka,okay
NONE,ke ke ti ka,okay
NONE,ke ke ti ka,okay
NONE,ke ke ti ka,okay
NONE,ke ke ti ka,okay
NONE,ke ke ti ka,okay
NONE,ke ke ti ka,okay
NONE,ke ke ti ka,okay
NONE,ki ta pe ka tI,okay
NONE,ki ta pe ka tI,okay
eaI,ki ta pe ka tI,bad
NONE,ki ta pe ka tI,okay
NONE,ki ta pe ka tI,okay
NONE,ki ta pe ka tI,okay
NONE,ki ta pe ka tI,okay
NONE,ki ta pe ka tI,okay
NONE,tI ta ka,okay
NONE,tI ta ka,okay
NONE,tI ta ka,okay
NONE,tI ta ka,okay
NONE,tI ta ka,okay
NONE,tI ta ka,okay
NONE,tI ta ka,okay
NONE,tI ta ka,okay
NONE,pe ka pi ta ti,okay
NONE,pe ka pi ta ti,okay
NONE,pe ka pi ta ti,okay
NONE,pe ka pi ta ti,okay
NONE,pe ka pi ta ti,okay
NONE,pe ka pi ta ti,okay
NONE,pe ka pi ta ti,okay
NONE,pe ka pi ta ti,okay
NONE,tI tI kI,okay
NONE,tI tI kI,okay
NONE,tI tI kI,okay
NONE,tI tI kI,okay
NONE,tI tI kI,okay
NONE,tI tI kI,okay
NONE,tI tI kI,okay
NONE,tI tI kI,okay
NONE,pI pa pe,okay
NONE,pI pa pe,okay
NONE,pI pa pe,okay
NONE,pI pa pe,okay
NONE,pI pa pe,okay
Iae,pI pa pe,bad
NONE,pI pa pe,okay
NONE,pI pa pe,okay
NONE,tE kE pE,okay
NONE,tE kE pE,okay
NONE,tE kE pE,okay
NONE,tE kE pE,okay
NONE,tE kE pE,okay
NONE,tE kE pE,okay
NONE,tE kE pE,okay
NONE,tE kE pE,okay
NONE,te ta kE pI,okay
NONE,te ta kE pI,okay
NONE,te ta kE pI,okay
eaE,te ta kE pI,bad
NONE,te ta kE pI,okay
NONE,te ta kE pI,okay
NONE,te ta kE pI,okay
NONE,te ta kE pI,okay
NONE,ki te pi pi,okay
NONE,ki te pi pi,okay
NONE,ki te pi pi,okay
NONE,ki te pi pi,okay
NONE,ki te pi pi,okay
NONE,ki te pi pi,okay
NONE,ki te pi pi,okay
NONE,ki te pi pi,okay
NONE,ka tI kE pI,okay
NONE,ka tI kE pI,okay
NONE,ka tI kE pI,okay
NONE,ka tI kE pI,okay
NONE,ka tI kE pI,okay
NONE,ka tI kE pI,okay
NONE,ka tI kE pI,okay
NONE,ka tI kE pI,okay
NONE,pE pa,okay
NONE,pE pa,okay
NONE,pE pa,okay
NONE,pE pa,okay
NONE,pE pa,okay
NONE,pE pa,okay
NONE,pE pa,okay
NONE,pE pa,okay
NONE,pa kI kE kE,okay
NONE,pa kI kE kE,okay
NONE,pa kI kE kE,okay
NONE,pa kI kE kE,okay
NONE,pa kI kE kE,okay
NONE,pa kI kE kE,okay
NONE,pa kI kE kE,okay
NONE,pa kI kE kE,okay
NONE,pi pe pa kE,okay
NONE,pi pe pa kE,okay
NONE,pi pe pa kE,okay
eaE,pi pe pa kE,bad
NONE,pi pe pa kE,okay
NONE,pi pe pa kE,okay
NONE,pi pe pa kE,okay
NONE,pi pe pa kE,okay
NONE,tI pI pE,okay
NONE,tI pI pE,okay
NONE,tI pI pE,okay
NONE,tI pI pE,okay
NONE,tI pI pE,okay
NONE,tI pI pE,okay
NONE,tI pI pE,okay
NONE,tI pI pE,okay
NONE,ti te pi ta,okay
NONE,ti te pi ta,okay
NONE,ti te pi ta,okay
NONE,ti te pi ta,okay
NONE,ti te pi ta,okay
NONE,ti te pi ta,okay
NONE,ti te pi ta,okay
NONE,ti te pi ta,okay
NONE,kE tE ka,okay
NONE,kE tE ka,okay
NONE,kE tE ka,okay
NONE,kE tE ka,okay
NONE,kE tE ka,okay
NONE,kE tE ka,okay
NONE,kE tE ka,okay
NONE,kE tE ka,okay
NONE,pI kI kE kI,okay
NONE,pI kI kE kI,okay
NONE,pI kI kE kI,okay
NONE,pI kI kE kI,okay
NONE,pI kI kE kI,okay
NONE,pI kI kE kI,okay
NONE,pI kI kE kI,okay
NONE,pI kI kE kI,okay
NONE,ti ke pi,okay
NONE,ti ke pi,okay
NONE,ti ke pi,okay
NONE,ti ke pi,okay
NONE,ti ke pi,okay
NONE,ti ke pi,okay
NONE,ti ke pi,okay
NONE,ti ke pi,okay
NONE,pE tE kE,okay
NONE,pE tE kE,okay
NONE,pE tE kE,okay
NONE,pE tE kE,okay
NONE,pE tE kE,okay
NONE,pE tE kE,okay
NONE,pE tE kE,okay
NONE,pE tE kE,okay
NONE,pi ki ta ke,okay
NONE,pi ki ta ke,okay
NONE,pi ki ta ke,okay
NONE,pi ki ta ke,okay
NONE,pi ki ta ke,okay
NONE,pi ki ta ke,okay
NONE,pi ki ta ke,okay
NONE,pi ki ta ke,okay
NONE,ka ta ka,okay
NONE,ka ta ka,okay
NONE,ka ta ka,okay
NONE,ka ta ka,okay
NONE,ka ta ka,okay
NONE,ka ta ka,okay
NONE,ka ta ka,okay
NONE,ka ta ka,okay
NONE,pi ki ki,okay
NONE,pi ki ki,okay
NONE,pi ki ki,okay
NONE,pi ki ki,okay
NONE,pi ki ki,okay
NONE,pi ki ki,okay
NONE,pi ki ki,okay
NONE,pi ki ki,okay
NONE,te ka pe ki,okay
NONE,te ka pe ki,okay
NONE,te ka pe ki,okay
NONE,te ka pe ki,okay
NONE,te ka pe ki,okay
NONE,te ka pe ki,okay
NONE,te ka pe ki,okay
NONE,te ka pe ki,okay
NONE,pi pi te,okay
NONE,pi pi te,okay
NONE,pi pi te,okay
NONE,pi pi te,okay
NONE,pi pi te,okay
NONE,pi pi te,okay
NONE,pi pi te,okay
NONE,pi pi te,okay
NONE,ta tE kI,okay
NONE,ta tE kI,okay
NONE,ta tE kI,okay
NONE,ta tE kI,okay
NONE,ta tE kI,okay
NONE,ta tE kI,okay
NONE,ta tE kI,okay
NONE,ta tE kI,okay
NONE,kE pI ta pi te,okay
NONE,kE pI ta pi te,okay
NONE,kE pI ta pi te,okay
NONE,kE pI ta pi te,okay
Iai,kE pI ta pi te,bad
NONE,kE pI ta pi te,okay
NONE,kE pI ta pi te,okay
NONE,kE pI ta pi te,okay
NONE,ke ka ke,okay
NONE,ke ka ke,okay
NONE,ke ka ke,okay
NONE,ke ka ke,okay
NONE,ke ka ke,okay
NONE,ke ka ke,okay
NONE,ke ka ke,okay
NONE,ke ka ke,okay
NONE,kI kI kI,okay
NONE,kI kI kI,okay
NONE,kI kI kI,okay
NONE,kI kI kI,okay
NONE,kI kI kI,okay
NONE,kI kI kI,okay
NONE,kI kI kI,okay
NONE,kI kI kI,okay
NONE,tI ta te,okay
NONE,tI ta te,okay
NONE,tI ta te,okay
NONE,tI ta te,okay
NONE,tI ta te,okay
Iae,tI ta te,bad
NONE,tI ta te,okay
NONE,tI ta te,okay
NONE,pi pa ta,okay
NONE,pi pa ta,okay
NONE,pi pa ta,okay
NONE,pi pa ta,okay
NONE,pi pa ta,okay
NONE,pi pa ta,okay
NONE,pi pa ta,okay
NONE,pi pa ta,okay
NONE,pe ki ki ti ti pa,okay
NONE,pe ki ki ti ti pa,okay
NONE,pe ki ki ti ti pa,okay
NONE,pe ki ki ti ti pa,okay
NONE,pe ki ki ti ti pa,okay
NONE,pe ki ki ti ti pa,okay
NONE,pe ki ki ti ti pa,okay
NONE,pe ki ki ti ti pa,okay
NONE,ta pe ka pi ki,okay
NONE,ta pe ka pi ki,okay
NONE,ta pe ka pi ki,okay
NONE,ta pe ka pi ki,okay
NONE,ta pe ka pi ki,okay
NONE,ta pe ka pi ki,okay
NONE,ta pe ka pi ki,okay
NONE,ta pe ka pi ki,okay
NONE,te pi pe,okay
NONE,te pi pe,okay
NONE,te pi pe,okay
NONE,te pi pe,okay
NONE,te pi pe,okay
NONE,te pi pe,okay
NONE,te pi pe,okay
NONE,te pi pe,okay
NONE,ti ta ki,okay
NONE,ti ta ki,okay
NONE,ti ta ki,okay
NONE,ti ta ki,okay
NONE,ti ta ki,okay
NONE,ti ta ki,okay
NONE,ti ta ki,okay
NONE,ti ta ki,okay
NONE,tE pI kE,okay
NONE,tE pI kE,okay
NONE,tE pI kE,okay
NONE,tE pI kE,okay
NONE,tE pI kE,okay
NONE,tE pI kE,okay
NONE,tE pI kE,okay
NONE,tE pI kE,okay
NONE,pa te pa kI,okay
NONE,pa te pa kI,okay
eaI,pa te pa kI,bad
NONE,pa te pa kI,okay
NONE,pa te pa kI,okay
NONE,pa te pa kI,okay
NONE,pa te pa kI,okay
NONE,pa te pa kI,okay
NONE,pa ti pe pa,okay
NONE,pa ti pe pa,okay
NONE,pa ti pe pa,okay
NONE,pa ti pe pa,okay
NONE,pa ti pe pa,okay
NONE,pa ti pe pa,okay
NONE,pa ti pe pa,okay
NONE,pa ti pe pa,okay
NONE,ti ke ka,okay
NONE,ti ke ka,okay
NONE,ti ke ka,okay
NONE,ti ke ka,okay
NONE,ti ke ka,okay
NONE,ti ke ka,okay
NONE,ti ke ka,okay
NONE,ti ke ka,okay
NONE,pe ti ke ki,okay
NONE,pe ti ke ki,okay
NONE,pe ti ke ki,okay
NONE,pe ti ke ki,okay
NONE,pe ti ke ki,okay
NONE,pe ti ke ki,okay
NONE,pe ti ke ki,okay
NONE,pe ti ke ki,okay
NONE,ta ti ta tE pI pa,okay
iaE,ta ti ta tE pI pa,bad
NONE,ta ti ta tE pI pa,okay
NONE,ta ti ta tE pI pa,okay
NONE,ta ti ta tE pI pa,okay
NONE,ta ti ta tE pI pa,okay
NONE,ta ti ta tE pI pa,okay
NONE,ta ti ta tE pI pa,okay
NONE,kE pI pa,okay
NONE,kE pI pa,okay
NONE,kE pI pa,okay
NONE,kE pI pa,okay
NONE,kE pI pa,okay
NONE,kE pI pa,okay
NONE,kE pI pa,okay
NONE,kE pI pa,okay
NONE,kE ka pi pe,okay
NONE,kE ka pi pe,okay
NONE,kE ka pi pe,okay
NONE,kE ka pi pe,okay
NONE,kE ka pi pe,okay
NONE,kE ka pi pe,okay
Eai,kE ka pi pe,bad
NONE,kE ka pi pe,okay
NONE,ke te ta,okay
NONE,ke te ta,okay
NONE,ke te ta,okay
NONE,ke te ta,okay
NONE,ke te ta,okay
NONE,ke te ta,okay
NONE,ke te ta,okay
NONE,ke te ta,okay
NONE,ka ke ta ki,okay
NONE,ka ke ta ki,okay
NONE,ka ke ta ki,okay
NONE,ka ke ta ki,okay
NONE,ka ke ta ki,okay
NONE,ka ke ta ki,okay
NONE,ka ke ta ki,okay
NONE,ka ke ta ki,okay
NONE,ka tI pa ka,okay
NONE,ka tI pa ka,okay
NONE,ka tI pa ka,okay
NONE,ka tI pa ka,okay
NONE,ka tI pa ka,okay
NONE,ka tI pa ka,okay
NONE,ka tI pa ka,okay
NONE,ka tI pa ka,okay
NONE,ta pE kI tI,okay
NONE,ta pE kI tI,okay
NONE,ta pE kI tI,okay
NONE,ta pE kI tI,okay
NONE,ta pE kI tI,okay
NONE,ta pE kI tI,okay
NONE,ta pE kI tI,okay
NONE,ta pE kI tI,okay
NONE,tI kI tE,okay
NONE,tI kI tE,okay
NONE,tI kI tE,okay
NONE,tI kI tE,okay
NONE,tI kI tE,okay
NONE,tI kI tE,okay
NONE,tI kI tE,okay
NONE,tI kI tE,okay
NONE,ke ki pi ka pi ta,okay
NONE,ke ki pi ka pi ta,okay
NONE,ke ki pi ka pi ta,okay
NONE,ke ki pi ka pi ta,okay
NONE,ke ki pi ka pi ta,okay
NONE,ke ki pi ka pi ta,okay
NONE,ke ki pi ka pi ta,okay
NONE,ke ki pi ka pi ta,okay
iaI,ti pa tI,bad
NONE,ti pa tI,okay
NONE,ti pa tI,okay
NONE,ti pa tI,okay
NONE,ti pa tI,okay
NONE,ti pa tI,okay
NONE,ti pa tI,okay
NONE,ti pa tI,okay
NONE,ke ki ke pe,okay
NONE,ke ki ke pe,okay
NONE,ke ki ke pe,okay
NONE,ke ki ke pe,okay
NONE,ke ki ke pe,okay
NONE,ke ki ke pe,okay
NONE,ke ki ke pe,okay
NONE,ke ki ke pe,okay
NONE,ke ta ka,okay
NONE,ke ta ka,okay
NONE,ke ta ka,okay
NONE,ke ta ka,okay
NONE,ke ta ka,okay
NONE,ke ta ka,okay
NONE,ke ta ka,okay
NONE,ke ta ka,okay
NONE,ke ti ti te pe pe,okay
NONE,ke ti ti te pe pe,okay
NONE,ke ti ti te pe pe,okay
NONE,ke ti ti te pe pe,okay
NONE,ke ti ti te pe pe,okay
NONE,ke ti ti te pe pe,okay
NONE,ke ti ti te pe pe,okay
NONE,ke ti ti te pe pe,okay
NONE,pi ti pa pE,okay
iaE,pi ti pa pE,bad
NONE,pi ti pa pE,okay
NONE,pi ti pa pE,okay
NONE,pi ti pa pE,okay
NONE,pi ti pa pE,okay
NONE,pi ti pa pE,okay
NONE,pi ti pa pE,okay
NONE,ta ti pi pa,okay
NONE,ta ti pi pa,okay
NONE,ta ti pi pa,okay
NONE,ta ti pi pa,okay
NONE,ta ti pi pa,okay
NONE,ta ti pi pa,okay
NONE,ta ti pi pa,okay
NONE,ta ti pi pa,okay
NONE,tI pa pI pI pa,okay
NONE,tI pa pI pI pa,okay
NONE,tI pa pI pI pa,okay
NONE,tI pa pI pI pa,okay
NONE,tI pa pI pI pa,okay
NONE,tI pa pI pI pa,okay
NONE,tI pa pI pI pa,okay
NONE,tI pa pI pI pa,okay
NONE,pI tE ka,okay
NONE,pI tE ka,okay
NONE,pI tE ka,okay
NONE,pI tE ka,okay
NONE,pI tE ka,okay
NONE,pI tE ka,okay
NONE,pI tE ka,okay
NONE,pI tE ka,okay
NONE,ti pe ta tI tI,okay
NONE,ti pe ta tI tI,okay
eaI,ti pe ta tI tI,bad
NONE,ti pe ta tI tI,okay
NONE,ti pe ta tI tI,okay
NONE,ti pe ta tI tI,okay
NONE,ti pe ta tI tI,okay
NONE,ti pe ta tI tI,okay
NONE,ka pa pe,okay
NONE,ka pa pe,okay
NONE,ka pa pe,okay
NONE,ka pa pe,okay
NONE,ka pa pe,okay
NONE,ka pa pe,okay
NONE,ka pa pe,okay
NONE,ka pa pe,okay
NONE,pa kE kE,okay
NONE,pa kE kE,okay
NONE,pa kE kE,okay
NONE,pa kE kE,okay
NONE,pa kE kE,okay
NONE,pa kE kE,okay
NONE,pa kE kE,okay
NONE,pa kE kE,okay
NONE,pi pe pe,okay
NONE,pi pe pe,okay
NONE,pi pe pe,okay
NONE,pi pe pe,okay
NONE,pi pe pe,okay
NONE,pi pe pe,okay
NONE,pi pe pe,okay
NONE,pi pe pe,okay
NONE,pI kE kI tI,okay
NONE,pI kE kI tI,okay
NONE,pI kE kI tI,okay
NONE,pI kE kI tI,okay
NONE,pI kE kI tI,okay
NONE,pI kE kI tI,okay
NONE,pI kE kI tI,okay
NONE,pI kE kI tI,okay
NONE,kI ta te,okay
NONE,kI ta te,okay
NONE,kI ta te,okay
NONE,kI ta te,okay
NONE,kI ta te,okay
Iae,kI ta te,bad
NONE,kI ta te,okay
NONE,kI ta te,okay
NONE,tI kI kE,okay
NONE,tI kI kE,okay
NONE,tI kI kE,okay
NONE,tI kI kE,okay
NONE,tI kI kE,okay
NONE,tI kI kE,okay
NONE,tI kI kE,okay
NONE,tI kI kE,okay
NONE,kI pE pE tE tE,okay
NONE,kI pE pE tE tE,okay
NONE,kI pE pE tE tE,okay
NONE,kI pE pE tE tE,okay
NONE,kI pE pE tE tE,okay
NONE,kI pE pE tE tE,okay
NONE,kI pE pE tE tE,okay
NONE,kI pE pE tE tE,okay
NONE,ke pe ke pi,okay
NONE,ke pe ke pi,okay
NONE,ke pe ke pi,okay
NONE,ke pe ke pi,okay
NONE,ke pe ke pi,okay
NONE,ke pe ke pi,okay
NONE,ke pe ke pi,okay
NONE,ke pe ke pi,okay
NONE,tE pa kI pI ka te,okay
NONE,tE pa kI pI ka te,okay
NONE,tE pa kI pI ka te,okay
NONE,tE pa kI pI ka te,okay
NONE,tE pa kI pI ka te,okay
Iae,tE pa kI pI ka te,bad
NONE,tE pa kI pI ka te,okay
NONE,tE pa kI pI ka te,okay
NONE,ka te ti,okay
NONE,ka te ti,okay
NONE,ka te ti,okay
NONE,ka te ti,okay
NONE,ka te ti,okay
NONE,ka te ti,okay
NONE,ka te ti,okay
NONE,ka te ti,okay
NONE,pE tE kI kI,okay
NONE,pE tE kI kI,okay
NONE,pE tE kI kI,okay
NONE,pE tE kI kI,okay
NONE,pE tE kI kI,okay
NONE,pE tE kI kI,okay
NONE,pE tE kI kI,okay
NONE,pE tE kI kI,okay
NONE,pe ka ke,okay
NONE,pe ka ke,okay
NONE,pe ka ke,okay
NONE,pe ka ke,okay
NONE,pe ka ke,okay
NONE,pe ka ke,okay
NONE,pe ka ke,okay
NONE,pe ka ke,okay
NONE,kE pa ka,okay
NONE,kE pa ka,okay
NONE,kE pa ka,okay
NONE,kE pa ka,okay
NONE,kE pa ka,okay
NONE,kE pa ka,okay
NONE,kE pa ka,okay
NONE,kE pa ka,okay
NONE,pi ka ta,okay
NONE,pi ka ta,okay
NONE,pi ka ta,okay
NONE,pi ka ta,okay
NONE,pi ka ta,okay
NONE,pi ka ta,okay
NONE,pi ka ta,okay
NONE,pi ka ta,okay
NONE,tI ka ke te,okay
NONE,tI ka ke te,okay
NONE,tI ka ke te,okay
NONE,tI ka ke te,okay
NONE,tI ka ke te,okay
Iae,tI ka ke te,bad
NONE,tI ka ke te,okay
NONE,tI ka ke te,okay
