Word,Score,Source,SourceReal
N S N,0,5,HWSalad
EY AH T,0,5,HWSalad
T S AH,0,5,HWSalad
IH M N,0,5,HWSalad
AH D L,0,5,HWSalad
TH S ER,0,5,HWSalad
M N T,0,5,HWSalad
F B HH,0,5,HWSalad
AE AH AH,0,5,HWSalad
F HH M,0,5,HWSalad
K T K,0,5,HWSalad
P Z M,0,5,HWSalad
T N AH,0,5,HWSalad
G N F,0,5,HWSalad
NG IH EH,0,5,HWSalad
S AE AH,0,5,HWSalad
EH SH W,0,5,HWSalad
S CH AA,0,5,HWSalad
L AH IY,0,5,HWSalad
AY AH AH,0,5,HWSalad
IH IY AH,0,5,HWSalad
AH IY AH,0,5,HWSalad
IH K IH,0,5,HWSalad
IY T S,0,5,HWSalad
JH SH AO,0,5,HWSalad
F ER AA,0,5,HWSalad
IY D JH,0,5,HWSalad
AH IH D,0,5,HWSalad
IH AY SH,0,5,HWSalad
L N S,0,5,HWSalad
N IH AH,0,5,HWSalad
R IH AH,0,5,HWSalad
JH F T,0,5,HWSalad
W ER ER,0,5,HWSalad
AH AW AO,0,5,HWSalad
AA AH AH,0,5,HWSalad
T IY IH,0,5,HWSalad
HH K F,0,5,HWSalad
K N IY,0,5,HWSalad
ZH IY D,0,5,HWSalad
EH IH AH,0,5,HWSalad
L R S,0,5,HWSalad
R NG M,0,5,HWSalad
AA DH IY,0,5,HWSalad
Y EY S,0,5,HWSalad
AO Z S,0,5,HWSalad
AO AE AA,0,5,HWSalad
IH G AO,0,5,HWSalad
TH SH V,0,5,HWSalad
TH T K,0,5,HWSalad
AA G ZH,0,5,HWSalad
S R N,0,5,HWSalad
ER AY IY,0,5,HWSalad
IY OW EH,0,5,HWSalad
CH B IY,0,5,HWSalad
R CH AY,0,5,HWSalad
V B AA,0,5,HWSalad
NG IY B,0,5,HWSalad
R HH ER,0,5,HWSalad
AH AH AA,0,5,HWSalad
T K IY,0,5,HWSalad
R UH AH,0,5,HWSalad
S EH UH,0,5,HWSalad
M T N,0,5,HWSalad
AH M S,0,5,HWSalad
EH AH R,0,5,HWSalad
EY B AE,0,5,HWSalad
T D N,0,5,HWSalad
ER N HH,0,5,HWSalad
T AO HH,0,5,HWSalad
L EH AH,0,5,HWSalad
T M IH,0,5,HWSalad
IY L UH,0,5,HWSalad
AH Z W,0,5,HWSalad
UW EY R,0,5,HWSalad
N D AH,0,5,HWSalad
EY R W,0,5,HWSalad
OY R EY,0,5,HWSalad
V OW R,0,5,HWSalad
JH V IY,0,5,HWSalad
AH N K,0,5,HWSalad
SH P UW,0,5,HWSalad
AH L EH,0,5,HWSalad
AH AH T,0,5,HWSalad
P EY AE,0,5,HWSalad
EY HH NG,0,5,HWSalad
HH M D,0,5,HWSalad
AO G D,0,5,HWSalad
ZH N K,0,5,HWSalad
AH NG TH,0,5,HWSalad
K N IH,0,5,HWSalad
ER Y AY,0,5,HWSalad
AH S IH,0,5,HWSalad
T Y SH,0,5,HWSalad
AH S D,0,5,HWSalad
R R AH,0,5,HWSalad
AO G K,0,5,HWSalad
B EH AY,0,5,HWSalad
R L S,0,5,HWSalad
UW EH K,0,5,HWSalad
D Z AY,0,5,HWSalad
AH SH TH,0,5,HWSalad
AH B T,0,5,HWSalad
N IH IH,0,5,HWSalad
N T R,0,5,HWSalad
UW OW AE,0,5,HWSalad
AH IH T,0,5,HWSalad
HH AA IH,0,5,HWSalad
Y N G,0,5,HWSalad
AA B EH,0,5,HWSalad
IH K L,0,5,HWSalad
AE EH V,0,5,HWSalad
Y S M,0,5,HWSalad
AH AE L,0,5,HWSalad
L R N,0,5,HWSalad
K L N,0,5,HWSalad
R NG G,0,5,HWSalad
R K AH,0,5,HWSalad
P ER Z,0,5,HWSalad
K Z P,0,5,HWSalad
S D AH,0,5,HWSalad
IY AH N,0,5,HWSalad
N K S,0,5,HWSalad
Z F F,0,5,HWSalad
S AH EY,0,5,HWSalad
AH IH M,0,5,HWSalad
N K AH,0,5,HWSalad
L N N,0,5,HWSalad
F K UW,0,5,HWSalad
UW EY AA,0,5,HWSalad
JH AW AO,0,5,HWSalad
AO K HH,0,5,HWSalad
AH IY EH,0,5,HWSalad
EY L AO,0,5,HWSalad
D D CH,0,5,HWSalad
HH S AO,0,5,HWSalad
EY IY Z,0,5,HWSalad
L AH AE,0,5,HWSalad
AE V Z,0,5,HWSalad
N W ER,0,5,HWSalad
CH D R,0,5,HWSalad
T T N,0,5,HWSalad
Y K OW,0,5,HWSalad
B Z F,0,5,HWSalad
T Z AA,0,5,HWSalad
CH HH S,0,5,HWSalad
R T AH,0,5,HWSalad
K AA AY,0,5,HWSalad
JH L Y,0,5,HWSalad
AH T IH,0,5,HWSalad
T S R,0,5,HWSalad
IY F HH,0,5,HWSalad
IH P AH,0,5,HWSalad
EH EH JH,0,5,HWSalad
T S M,0,5,HWSalad
D Y EY,0,5,HWSalad
ER B V,0,5,HWSalad
R P AH,0,5,HWSalad
S F SH,0,5,HWSalad
G L G,0,5,HWSalad
CH S IY,0,5,HWSalad
L M AH,0,5,HWSalad
AH AH IH,0,5,HWSalad
AY K W,0,5,HWSalad
AE N N,0,5,HWSalad
AH IY N,0,5,HWSalad
IY IH N,0,5,HWSalad
UH CH IH,0,5,HWSalad
IH IH IY,0,5,HWSalad
T K L,0,5,HWSalad
P DH ER,0,5,HWSalad
N AH ER,0,5,HWSalad
EH N IH,0,5,HWSalad
ER Z D,0,5,HWSalad
T B AH,0,5,HWSalad
JH Y N,0,5,HWSalad
P UW IH,0,5,HWSalad
AH N EH,0,5,HWSalad
G M NG,0,5,HWSalad
R ER HH,0,5,HWSalad
L T L,0,5,HWSalad
AY JH T,0,5,HWSalad
N N K,0,5,HWSalad
AO SH IH,0,5,HWSalad
UW AY M,0,5,HWSalad
L IH IH,0,5,HWSalad
SH AH AH,0,5,HWSalad
HH T EH,0,5,HWSalad
K B AH,0,5,HWSalad
AH IH EY,0,5,HWSalad
ER AE HH,0,5,HWSalad
K HH AO,0,5,HWSalad
Y S D,0,5,HWSalad
B W IH,0,5,HWSalad
N D S,0,5,HWSalad
AE AH T,0,5,HWSalad
OW R W,0,5,HWSalad
AH K IH,0,5,HWSalad
G N JH,0,5,HWSalad
TH ER AE,0,5,HWSalad
AH R M,0,5,HWSalad
M AE AA,0,5,HWSalad
Z G L,0,5,HWSalad
AA K SH,0,5,HWSalad
AO AY M,0,5,HWSalad
N AH AO,0,5,HWSalad
AA AE ER,0,5,HWSalad
K N AH,0,5,HWSalad
NG AE D,0,5,HWSalad
S T L,0,5,HWSalad
V L UW,0,5,HWSalad
T R R,0,5,HWSalad
UW G G,0,5,HWSalad
AA EH AE,0,5,HWSalad
R TH ER,0,5,HWSalad
Y P P,0,5,HWSalad
B AH R,0,5,HWSalad
N N D,0,5,HWSalad
AO EY Z,0,5,HWSalad
IH T T,0,5,HWSalad
AA EY OW,0,5,HWSalad
N M T,0,5,HWSalad
T N IH,0,5,HWSalad
IY HH R,0,5,HWSalad
AH S S,0,5,HWSalad
N B N,0,5,HWSalad
UW G Z,0,5,HWSalad
L IH AH,0,5,HWSalad
R S L,0,5,HWSalad
AA V AE,0,5,HWSalad
P T AH,0,5,HWSalad
S T R,0,5,HWSalad
S R L,0,5,HWSalad
NG M ER,0,5,HWSalad
AH N AA,0,5,HWSalad
UW G CH,0,5,HWSalad
AH AH SH,0,5,HWSalad
Y Z JH,0,5,HWSalad
M T AH,0,5,HWSalad
AH AE K,0,5,HWSalad
DH SH AW,0,5,HWSalad
B K AH,0,5,HWSalad
F IY HH,0,5,HWSalad
SH S OW,0,5,HWSalad
UW IH HH,0,5,HWSalad
R V AO,0,5,HWSalad
AH AH D,0,5,HWSalad
Y ER R,0,5,HWSalad
JH F JH,0,5,HWSalad
G JH S,0,5,HWSalad
W B M,0,5,HWSalad
SH P IY,0,5,HWSalad
AO AO JH,0,5,HWSalad
EH Z AY,0,5,HWSalad
R N AH,0,5,HWSalad
ER W Z,0,5,HWSalad
N N L,0,5,HWSalad
T AY G,0,5,HWSalad
AH TH Z,0,5,HWSalad
IH IH N,0,5,HWSalad
M G F,0,5,HWSalad
EH T T,0,5,HWSalad
AH AW ER,0,5,HWSalad
L K AH,0,5,HWSalad
V EY ER,0,5,HWSalad
AH EH K,0,5,HWSalad
R M AH,0,5,HWSalad
AH R K,0,5,HWSalad
SH AO IY,0,5,HWSalad
TH AE N,0,5,HWSalad
G L AO,0,5,HWSalad
Z EH IY,0,5,HWSalad
W K JH,0,5,HWSalad
N T ER,0,5,HWSalad
T N IY,0,5,HWSalad
T D T,0,5,HWSalad
AH R IH,0,5,HWSalad
AO JH IH,0,5,HWSalad
M T UH,0,5,HWSalad
IH AH AH,0,5,HWSalad
N K IH,0,5,HWSalad
AH K M,0,5,HWSalad
L N R,0,5,HWSalad
S N IH,0,5,HWSalad
IH ER AH,0,5,HWSalad
IH AH ER,0,5,HWSalad
G SH N,0,5,HWSalad
SH ER AE,0,5,HWSalad
V W ZH,0,5,HWSalad
IY T L,0,5,HWSalad
AH AO N,0,5,HWSalad
L N IH,0,5,HWSalad
AH AH AO,0,5,HWSalad
AH ER IH,0,5,HWSalad
ER W SH,0,5,HWSalad
B TH EY,0,5,HWSalad
OW F N,0,5,HWSalad
AH IH N,0,5,HWSalad
AH UW OW,0,5,HWSalad
N S K,0,5,HWSalad
B D HH,0,5,HWSalad
IH OW AO,0,5,HWSalad
T L IY,0,5,HWSalad
M M ZH,0,5,HWSalad
L L K,0,5,HWSalad
K ZH R,0,5,HWSalad
N N IH,0,5,HWSalad
R R S,0,5,HWSalad
AY Y AH,0,5,HWSalad
V SH N,0,5,HWSalad
R CH AO,0,5,HWSalad
EY Y OW,0,5,HWSalad
R CH D,0,5,HWSalad
D T N,0,5,HWSalad
B G HH,0,5,HWSalad
W B ER,0,5,HWSalad
JH V R,0,5,HWSalad
N K L,0,5,HWSalad
AO B B,0,5,HWSalad
AH N IH,0,5,HWSalad
K K T,0,5,HWSalad
EH V JH,0,5,HWSalad
T P N,0,5,HWSalad
D B CH,0,5,HWSalad
R S S,0,5,HWSalad
N N B,0,5,HWSalad
EH W AE,0,5,HWSalad
Z R SH,0,5,HWSalad
IY EY V,0,5,HWSalad
AH B IH,0,5,HWSalad
L HH AY,0,5,HWSalad
HH CH T,0,5,HWSalad
T L T,0,5,HWSalad
W AO ER,0,5,HWSalad
AH N R,0,5,HWSalad
IH CH F,0,5,HWSalad
CH B T,0,5,HWSalad
AE W JH,0,5,HWSalad
K K IH,0,5,HWSalad
AH S L,0,5,HWSalad
B F IY,0,5,HWSalad
IH IH K,0,5,HWSalad
D L NG,0,5,HWSalad
TH AE UH,0,5,HWSalad
CH IH EH,0,5,HWSalad
P OW IY,0,5,HWSalad
P ER Y,0,5,HWSalad
T AH IH,0,5,HWSalad
EY TH IH,0,5,HWSalad
K T L,0,5,HWSalad
CH TH UH,0,5,HWSalad
Y P T,0,5,HWSalad
K T AH,0,5,HWSalad
AE AH TH,0,5,HWSalad
K CH EH,0,5,HWSalad
IH Y ER,0,5,HWSalad
R R L,0,5,HWSalad
M W ER,0,5,HWSalad
B G EH,0,5,HWSalad
AH N AO,0,5,HWSalad
N N R,0,5,HWSalad
AH AA AH,0,5,HWSalad
UW V N,0,5,HWSalad
V M SH,0,5,HWSalad
N T K,0,5,HWSalad
V R SH,0,5,HWSalad
T S S,0,5,HWSalad
NG ER R,0,5,HWSalad
D V P,0,5,HWSalad
T N AE,0,5,HWSalad
L D AH,0,5,HWSalad
IY EY HH,0,5,HWSalad
AA ER UW,0,5,HWSalad
L T S,0,5,HWSalad
IY N R,0,5,HWSalad
B OY P,0,5,HWSalad
AO ER CH,0,5,HWSalad
AO ER SH,0,5,HWSalad
AO P AY,0,5,HWSalad
AY IY Z,0,5,HWSalad
S TH JH,0,5,HWSalad
EY AA ER,0,5,HWSalad
UW P JH,0,5,HWSalad
SH JH B,0,5,HWSalad
CH AH EY,0,5,HWSalad
Z N G,0,5,HWSalad
ZH T AH,0,5,HWSalad
AH ER L,0,5,HWSalad
T AH AE,0,5,HWSalad
N N M,0,5,HWSalad
AO JH K,0,5,HWSalad
P AO EY,0,5,HWSalad
AO HH S,0,5,HWSalad
L R AH,0,5,HWSalad
P Y P,0,5,HWSalad
TH K S,0,5,HWSalad
N AH EH,0,5,HWSalad
Y R OW,0,5,HWSalad
M N N,0,5,HWSalad
AO AA EH,0,5,HWSalad
L N AH,0,5,HWSalad
K S AH,0,5,HWSalad
OW AA T,0,5,HWSalad
V AH AH,0,5,HWSalad
N K T,0,5,HWSalad
N R N,0,5,HWSalad
R K S,0,5,HWSalad
AH R R,0,5,HWSalad
L TH IH,0,5,HWSalad
K S IH,0,5,HWSalad
OW F K,0,5,HWSalad
S ZH M,0,5,HWSalad
N T T,0,5,HWSalad
AE OW CH,0,5,HWSalad
F L N,0,5,HWSalad
Z F V,0,5,HWSalad
R IH OY,0,5,HWSalad
R JH AY,0,5,HWSalad
K M AH,0,5,HWSalad
W P R,0,5,HWSalad
N N IY,0,5,HWSalad
R IH UH,0,5,HWSalad
T L S,0,5,HWSalad
AE S TH,0,5,HWSalad
N S IH,0,5,HWSalad
IH S R,0,5,HWSalad
EY W IH,0,5,HWSalad
B T AH,0,5,HWSalad
OW R F,0,5,HWSalad
EY JH F,0,5,HWSalad
UW D K,0,5,HWSalad
JH R CH,0,5,HWSalad
R HH F,0,5,HWSalad
N S L,0,5,HWSalad
EY AH NG,0,5,HWSalad
R L L,0,5,HWSalad
AH AE R,0,5,HWSalad
ER HH P,0,5,HWSalad
S N EH,0,5,HWSalad
EH IH N,0,5,HWSalad
IH R R,0,5,HWSalad
K Y B,0,5,HWSalad
AO EH F,0,5,HWSalad
EY F AE,0,5,HWSalad
AH M K,0,5,HWSalad
EY CH AH,0,5,HWSalad
N S IY,0,5,HWSalad
IY P V,0,5,HWSalad
B F SH,0,5,HWSalad
Y D D,0,5,HWSalad
OW AH AH,0,5,HWSalad
JH D Y,0,5,HWSalad
IH F W,0,5,HWSalad
N TH AO,0,5,HWSalad
N S T,0,5,HWSalad
OY Z IY,0,5,HWSalad
R S T,0,5,HWSalad
JH AH AH,0,5,HWSalad
S AH IY,0,5,HWSalad
AH AH EH,0,5,HWSalad
AH AE IH,0,5,HWSalad
N L L,0,5,HWSalad
EH CH ER,0,5,HWSalad
HH W M,0,5,HWSalad
TH P JH,0,5,HWSalad
M JH UH,0,5,HWSalad
EH AH AH,0,5,HWSalad
R UW OW,0,5,HWSalad
S EY UW,0,5,HWSalad
IH F SH,0,5,HWSalad
AH AE AH,0,5,HWSalad
AH S M,0,5,HWSalad
EY D TH,0,5,HWSalad
NG AY ER,0,5,HWSalad
EY AE AY,0,5,HWSalad
N P T,0,5,HWSalad
N EH AH,0,5,HWSalad
EY S HH,0,5,HWSalad
B T CH,0,5,HWSalad
EY V Z,0,5,HWSalad
P UH IY,0,5,HWSalad
T P AH,0,5,HWSalad
T AH AH,0,5,HWSalad
B N T,0,5,HWSalad
T L R,0,5,HWSalad
Y P IH,0,5,HWSalad
T L N,0,5,HWSalad
N OY NG,0,5,HWSalad
JH SH AY,0,5,HWSalad
AO D V,0,5,HWSalad
L K T,0,5,HWSalad
P AH AH,0,5,HWSalad
B N N,0,5,HWSalad
IY F W,0,5,HWSalad
AH D K,0,5,HWSalad
IH IH AH,0,5,HWSalad
AH AH L,0,5,HWSalad
AH S N,0,5,HWSalad
S N N,0,5,HWSalad
R T S,0,5,HWSalad
L AH IH,0,5,HWSalad
EY OW AO,0,5,HWSalad
S IH IH,0,5,HWSalad
IH L N,0,5,HWSalad
M S T,0,5,HWSalad
S S K,0,5,HWSalad
R EH AH,0,5,HWSalad
K N L,0,5,HWSalad
T T K,0,5,HWSalad
S TH EY,0,5,HWSalad
AH R N,0,5,HWSalad
AH AH F,0,5,HWSalad
N N P,0,5,HWSalad
EH HH L,0,5,HWSalad
AH IH IH,0,5,HWSalad
UW IH UW,0,5,HWSalad
Z F EY,0,5,HWSalad
AH CH AE,0,5,HWSalad
V IH OW,0,5,HWSalad
T V UW,0,5,HWSalad
EY Y N,0,5,HWSalad
V UW UW,0,5,HWSalad
S R AW,0,5,HWSalad
AH OY AH,0,5,HWSalad
K T S,0,5,HWSalad
ZH AH S,0,5,HWSalad
T R IH,0,5,HWSalad
R L CH,0,5,HWSalad
CH Z OW,0,5,HWSalad
UW AH W,0,5,HWSalad
AE AH K,0,5,HWSalad
EH AH IH,0,5,HWSalad
L S K,0,5,HWSalad
NG B K,0,5,HWSalad
OW OW R,0,5,HWSalad
AH D S,0,5,HWSalad
AH IH B,0,5,HWSalad
W B ZH,0,5,HWSalad
L AY EY,0,5,HWSalad
S T M,0,5,HWSalad
AH IY R,0,5,HWSalad
AW AY R,0,5,HWSalad
K K L,0,5,HWSalad
L K IH,0,5,HWSalad
IH T N,0,5,HWSalad
S T K,0,5,HWSalad
S AH AE,0,5,HWSalad
IH AO G,0,5,HWSalad
G V K,0,5,HWSalad
D AH AH,0,5,HWSalad
IY AW K,0,5,HWSalad
T EH IH,0,5,HWSalad
AH M S T,0,5,HWSalad
K AH SH Y,0,5,HWSalad
AE Y P D,0,5,HWSalad
P D AY UW,0,5,HWSalad
AO HH IY Z,0,5,HWSalad
D AH IH IH,0,5,HWSalad
OW M T W,0,5,HWSalad
OY R ER V,0,5,HWSalad
T AH D N,0,5,HWSalad
AH IY IH S,0,5,HWSalad
AH K M L,0,5,HWSalad
R AH AE T,0,5,HWSalad
TH ER V OW,0,5,HWSalad
AH N M S,0,5,HWSalad
IH EH AH K,0,5,HWSalad
SH L F IY,0,5,HWSalad
AY OW SH AH,0,5,HWSalad
AE P K UW,0,5,HWSalad
Y S JH HH,0,5,HWSalad
Z AY G K,0,5,HWSalad
R K TH IY,0,5,HWSalad
AH K AH IY,0,5,HWSalad
OW D D B,0,5,HWSalad
IY IH AO SH,0,5,HWSalad
AH AA S AH,0,5,HWSalad
IY EH IH AH,0,5,HWSalad
ER EH AA AE,0,5,HWSalad
AH S AH AH,0,5,HWSalad
IH ER R AH,0,5,HWSalad
SH Y R EH,0,5,HWSalad
T UH N T,0,5,HWSalad
K AH R IY,0,5,HWSalad
AE AH L N,0,5,HWSalad
IH AH AH IH,0,5,HWSalad
AH AH IH M,0,5,HWSalad
T Y Y G,0,5,HWSalad
P N T AH,0,5,HWSalad
T N K R,0,5,HWSalad
HH SH L D,0,5,HWSalad
AH K ER NG,0,5,HWSalad
B AH AH T,0,5,HWSalad
AE Z D EY,0,5,HWSalad
L AH IH M,0,5,HWSalad
AH AH K K,0,5,HWSalad
D AH AH EH,0,5,HWSalad
T AH IH AA,0,5,HWSalad
P N N AH,0,5,HWSalad
AA IH AH T,0,5,HWSalad
N M F UW,0,5,HWSalad
T R N R,0,5,HWSalad
AO AH AO W,0,5,HWSalad
K EY AE F,0,5,HWSalad
N B R AH,0,5,HWSalad
JH Y L L,0,5,HWSalad
T F CH N,0,5,HWSalad
AA SH CH Z,0,5,HWSalad
AA AW M AH,0,5,HWSalad
B SH OW EH,0,5,HWSalad
T T ER T,0,5,HWSalad
T L N N,0,5,HWSalad
JH B N AE,0,5,HWSalad
IY N CH AE,0,5,HWSalad
ER K AE AO,0,5,HWSalad
IY AH IH T,0,5,HWSalad
N T IH N,0,5,HWSalad
R S AH S,0,5,HWSalad
AH S S S,0,5,HWSalad
B W N P,0,5,HWSalad
T AH IY IH,0,5,HWSalad
NG P EY T,0,5,HWSalad
R R AH R,0,5,HWSalad
ER F D UH,0,5,HWSalad
N SH CH EY,0,5,HWSalad
R ZH EH EH,0,5,HWSalad
IH TH R Y,0,5,HWSalad
IY UW Y AE,0,5,HWSalad
AE Y IH IY,0,5,HWSalad
AH EH K T,0,5,HWSalad
S AH M IH,0,5,HWSalad
IH AA AH N,0,5,HWSalad
L IY AW R,0,5,HWSalad
N R AO UW,0,5,HWSalad
EH AO IH V,0,5,HWSalad
N M N AH,0,5,HWSalad
Y T N CH,0,5,HWSalad
IH N AH IH,0,5,HWSalad
R AH R AH,0,5,HWSalad
R UW S AO,0,5,HWSalad
L W F S,0,5,HWSalad
B AO AE AE,0,5,HWSalad
NG IH EH AO,0,5,HWSalad
N IH M T,0,5,HWSalad
IH AH AA CH,0,5,HWSalad
JH K EY EH,0,5,HWSalad
AH AH T N,0,5,HWSalad
D AY ER AE,0,5,HWSalad
AH AH EH S,0,5,HWSalad
IY N T IH,0,5,HWSalad
AH AH L AH,0,5,HWSalad
Y N AY D,0,5,HWSalad
G AW AE Y,0,5,HWSalad
AA NG S AO,0,5,HWSalad
UH T K N,0,5,HWSalad
B AH AH AE,0,5,HWSalad
B IH AH T,0,5,HWSalad
SH N JH IY,0,5,HWSalad
Y P IY OW,0,5,HWSalad
D AH R N,0,5,HWSalad
AY AY IH AY,0,5,HWSalad
HH B V P,0,5,HWSalad
AH B T L,0,5,HWSalad
Y Z S L,0,5,HWSalad
IY AH ER N,0,5,HWSalad
UW K W ER,0,5,HWSalad
R S AH M,0,5,HWSalad
AE Z ER AW,0,5,HWSalad
T CH F IY,0,5,HWSalad
S UH L F,0,5,HWSalad
F N T AH,0,5,HWSalad
AH R ER N,0,5,HWSalad
IH IH AH M,0,5,HWSalad
S S T K,0,5,HWSalad
ZH S T D,0,5,HWSalad
T AH AH V,0,5,HWSalad
AH N M IH,0,5,HWSalad
P Z IY V,0,5,HWSalad
T T AH F,0,5,HWSalad
S N B AH,0,5,HWSalad
K T AE TH,0,5,HWSalad
AH T B S,0,5,HWSalad
L OW M TH,0,5,HWSalad
JH UW OW M,0,5,HWSalad
OW AO T M,0,5,HWSalad
M N AH IY,0,5,HWSalad
AH K AH AY,0,5,HWSalad
TH D V AH,0,5,HWSalad
R K S T,0,5,HWSalad
ER R NG SH,0,5,HWSalad
R S IY T,0,5,HWSalad
IH EH ER Y,0,5,HWSalad
B EH ER EY,0,5,HWSalad
S L W JH,0,5,HWSalad
IY OW F N,0,5,HWSalad
K TH ER D,0,5,HWSalad
T T P AH,0,5,HWSalad
EH S IH AH,0,5,HWSalad
K R N N,0,5,HWSalad
S AH D R,0,5,HWSalad
AH IY IH IH,0,5,HWSalad
AH AH EH T,0,5,HWSalad
AH L W NG,0,5,HWSalad
AH AH AH AH,0,5,HWSalad
IY DH AE JH,0,5,HWSalad
AA IY M G,0,5,HWSalad
T K IH L,0,5,HWSalad
N R AH P,0,5,HWSalad
TH L AE B,0,5,HWSalad
G K AA IH,0,5,HWSalad
N S AH AH,0,5,HWSalad
N S IH EH,0,5,HWSalad
T G V D,0,5,HWSalad
N HH D K,0,5,HWSalad
M AE NG IH,0,5,HWSalad
AH R D L,0,5,HWSalad
K M HH L,0,5,HWSalad
AH IH UH S,0,5,HWSalad
D F K Y,0,5,HWSalad
ZH K P EH,0,5,HWSalad
AY IH K OW,0,5,HWSalad
P N AH IH,0,5,HWSalad
AA V S G,0,5,HWSalad
AW V IH AH,0,5,HWSalad
AO F B NG,0,5,HWSalad
S T K R,0,5,HWSalad
AA M S Z,0,5,HWSalad
B HH L ZH,0,5,HWSalad
AH AH R B,0,5,HWSalad
S NG EH R,0,5,HWSalad
AA JH S F,0,5,HWSalad
T T L N,0,5,HWSalad
N AA ER AO,0,5,HWSalad
L IH AH N,0,5,HWSalad
M S AH AH,0,5,HWSalad
P NG R EH,0,5,HWSalad
P T AH N,0,5,HWSalad
EY AH R AH,0,5,HWSalad
AE W M Y,0,5,HWSalad
K L S N,0,5,HWSalad
T P T AH,0,5,HWSalad
L HH L IY,0,5,HWSalad
OY AE P OW,0,5,HWSalad
N K AH IH,0,5,HWSalad
CH AO T N,0,5,HWSalad
T T IY AH,0,5,HWSalad
K T JH G,0,5,HWSalad
Y AE V AE,0,5,HWSalad
T Z SH Z,0,5,HWSalad
AY AY IH ER,0,5,HWSalad
AH AA AH AH,0,5,HWSalad
M AY ER AA,0,5,HWSalad
L B OW AO,0,5,HWSalad
R S T AH,0,5,HWSalad
D Z AO AE,0,5,HWSalad
R AE AH S,0,5,HWSalad
R IH NG P,0,5,HWSalad
AH IH ER IH,0,5,HWSalad
B AA OY N,0,5,HWSalad
K CH IH AE,0,5,HWSalad
AH R IH IH,0,5,HWSalad
IY N G CH,0,5,HWSalad
G AE AE R,0,5,HWSalad
D EH AY EH,0,5,HWSalad
AH R D IH,0,5,HWSalad
IH W L JH,0,5,HWSalad
EY L B V,0,5,HWSalad
G B B D,0,5,HWSalad
F IH P F,0,5,HWSalad
M S IH AH,0,5,HWSalad
G AH OW ER,0,5,HWSalad
M IH AH IH,0,5,HWSalad
K AE S CH,0,5,HWSalad
N N L D,0,5,HWSalad
EY IH AH TH,0,5,HWSalad
L AH G HH,0,5,HWSalad
AW R AO F,0,5,HWSalad
AO N Z D,0,5,HWSalad
N L IH AH,0,5,HWSalad
UW UW IH SH,0,5,HWSalad
JH T F D,0,5,HWSalad
CH OW T AY,0,5,HWSalad
OW AE B EH,0,5,HWSalad
HH AO OW R,0,5,HWSalad
K AE SH M,0,5,HWSalad
AA OW B AE,0,5,HWSalad
M SH AH G,0,5,HWSalad
T S R K,0,5,HWSalad
IY AH S T,0,5,HWSalad
EH M Z M,0,5,HWSalad
T N AH ER,0,5,HWSalad
OW M N TH,0,5,HWSalad
UH K AH AO,0,5,HWSalad
V Z IY IH,0,5,HWSalad
S JH AH AH,0,5,HWSalad
AH N AH AA,0,5,HWSalad
EH M D F,0,5,HWSalad
UH T R N,0,5,HWSalad
S N UW HH,0,5,HWSalad
IY L AH IY,0,5,HWSalad
EY CH AY JH,0,5,HWSalad
L EY G M,0,5,HWSalad
N T S AH,0,5,HWSalad
D SH F EH,0,5,HWSalad
S EH T AW,0,5,HWSalad
EH HH UW AE,0,5,HWSalad
S R AH EH,0,5,HWSalad
AH AH AH AE,0,5,HWSalad
T T AH T,0,5,HWSalad
AH AH S B,0,5,HWSalad
IH AH R N,0,5,HWSalad
S S R S,0,5,HWSalad
L OY T AW,0,5,HWSalad
B IY AH AH,0,5,HWSalad
L T K T,0,5,HWSalad
M IY AO B,0,5,HWSalad
OW SH W N,0,5,HWSalad
AH N N N,0,5,HWSalad
AH ER D AH,0,5,HWSalad
F ZH K AE,0,5,HWSalad
D N T AH,0,5,HWSalad
N R T S,0,5,HWSalad
IY IY IH AH,0,5,HWSalad
T S R L,0,5,HWSalad
T AH AH N,0,5,HWSalad
Y AE OW IH,0,5,HWSalad
K R JH AW,0,5,HWSalad
T IH AH S,0,5,HWSalad
Y T L JH,0,5,HWSalad
SH F D T,0,5,HWSalad
V UW W AA,0,5,HWSalad
OW R IH G,0,5,HWSalad
IH AH IH L,0,5,HWSalad
AH AH B AE,0,5,HWSalad
D AH S IH,0,5,HWSalad
B N AH AH,0,5,HWSalad
AE T OY TH,0,5,HWSalad
OY D R V,0,5,HWSalad
K N ER V,0,5,HWSalad
W K DH TH,0,5,HWSalad
IH AO AY B,0,5,HWSalad
K AE AH N,0,5,HWSalad
K AY IY G,0,5,HWSalad
T S CH D,0,5,HWSalad
IH L K R,0,5,HWSalad
S IH G Z,0,5,HWSalad
IY N R IH,0,5,HWSalad
T IH T N,0,5,HWSalad
EH EY IY SH,0,5,HWSalad
V P S AE,0,5,HWSalad
S AH AH IH,0,5,HWSalad
AH HH AA M,0,5,HWSalad
AH M T L,0,5,HWSalad
N R S S,0,5,HWSalad
EH D L HH,0,5,HWSalad
N JH M V,0,5,HWSalad
TH AH AO S,0,5,HWSalad
T HH UW N,0,5,HWSalad
D NG SH P,0,5,HWSalad
CH EH OW L,0,5,HWSalad
SH Z V S,0,5,HWSalad
AH AH S AE,0,5,HWSalad
DH EY N AH,0,5,HWSalad
UW B M V,0,5,HWSalad
S M Z NG,0,5,HWSalad
P K W JH,0,5,HWSalad
