Step,Run,Strategy,N_INIT,Item,Cost,Source,TestType
0,0,unif,0,ka pe pI ka ka,12.86534806266895,LEARNER,BroadTest
0,0,unif,0,ke kI ke te,9.691136269311677,LEARNER,BroadTest
0,0,unif,0,ti pe ti kE,8.207667205044302,LEARNER,BroadTest
0,0,unif,0,ti pe pE ti tI,11.72199045941777,LEARNER,BroadTest
0,0,unif,0,pi ki kE ti,9.691136269311677,LEARNER,BroadTest
0,0,unif,0,pa ta ti tE tE,14.896202252775044,LEARNER,BroadTest
0,0,unif,0,pa pa pI pe kE,14.896202252775044,LEARNER,BroadTest
0,0,unif,0,tI pa tE ki,11.576228404696543,LEARNER,BroadTest
0,0,unif,0,ta ti ke ka ti,9.545374214590451,LEARNER,BroadTest
0,0,unif,0,ti tI pe te kI tE,13.05969746896392,LEARNER,BroadTest
0,0,unif,0,pe pe pI ke,9.691136269311677,LEARNER,BroadTest
0,0,unif,0,te ke pE ti pI pE,12.415137639977715,LEARNER,BroadTest
0,0,unif,0,ke ka pI pa ka,12.719586007947726,LEARNER,BroadTest
0,0,unif,0,pE ti ki ke tE,11.673403107844027,LEARNER,BroadTest
0,0,unif,0,te ka pE kE te,11.527641053122801,LEARNER,BroadTest
0,0,unif,0,pI te pi te,8.207667205044302,LEARNER,BroadTest
0,0,unif,0,te pi kE pE,10.33569609829788,LEARNER,BroadTest
0,0,unif,0,tI ta tI tE pa,14.750440198053818,LEARNER,BroadTest
0,0,unif,0,ka ki ta te te pa,10.785906520989116,LEARNER,BroadTest
0,0,unif,0,pE kE pe pI kI,10.980255927284082,LEARNER,BroadTest
0,0,unif,0,pE ka ta pa kE,9.898409934134202,LEARNER,BroadTest
0,0,unif,0,ta ta kE ka,9.801235230986718,LEARNER,BroadTest
0,0,unif,0,pa ke tI kE,12.220788233682747,LEARNER,BroadTest
0,0,unif,0,ta pE ke ke,8.755052330883021,LEARNER,BroadTest
0,0,unif,0,ki pi ke pa kE,12.269375585256489,LEARNER,BroadTest
0,0,unif,0,pI pe ke ti,8.256254556618044,LEARNER,BroadTest
0,0,unif,0,tE ke kE,8.70646497930928,LEARNER,BroadTest
0,0,unif,0,tE pa pe ki te,11.028843278857826,LEARNER,BroadTest
0,0,unif,0,tI ki tE te,12.220788233682747,LEARNER,BroadTest
0,0,unif,0,pa ti tE ta te,12.86534806266895,LEARNER,BroadTest
0,0,unif,0,pi pI tE pE,10.785906520989116,LEARNER,BroadTest
0,0,unif,0,pi tI pE pE te,10.931668575710342,LEARNER,BroadTest
0,0,unif,0,pi pI pi kE ke,11.624815756270285,LEARNER,BroadTest
0,0,unif,0,pI ti kI ke ke,12.317962936830233,LEARNER,BroadTest
0,0,unif,0,pE pI ta ki,10.883081224136598,LEARNER,BroadTest
0,0,unif,0,pE ke ke pI,8.256254556618043,LEARNER,BroadTest
0,0,unif,0,pe pI ka pe,10.287108746724138,LEARNER,BroadTest
0,0,unif,0,pI pE pi te,10.931668575710342,LEARNER,BroadTest
0,0,unif,0,pE ki ta pa,11.47905370154906,LEARNER,BroadTest
0,0,unif,0,kI tE pe pa,12.719586007947726,LEARNER,BroadTest
0,0,unif,0,kI ta tE pa tE,11.23611694368035,LEARNER,BroadTest
0,0,unif,0,pE ta pa ke ti pi,10.384283449871623,LEARNER,BroadTest
0,0,unif,0,ti pE tE kI,10.834493872562856,LEARNER,BroadTest
0,0,unif,0,kE ti pE pI ta,13.607082594802637,LEARNER,BroadTest
0,0,unif,0,ta kI kE ka,13.364145836933929,LEARNER,BroadTest
0,0,unif,0,tI pa pE ki,11.576228404696543,LEARNER,BroadTest
0,0,unif,0,pe tE ti kI ki ki,9.73972362088542,LEARNER,BroadTest
0,0,unif,0,pa kI ka pi ti tI kE,15.783698839629958,LEARNER,BroadTest
0,0,unif,0,ta ka pE ti,8.110492501896818,LEARNER,BroadTest
0,0,unif,0,kI ti ke kI,10.93166857571034,LEARNER,BroadTest
0,0,unif,0,ti pa pi pi,9.691136269311675,LEARNER,BroadTest
0,0,unif,0,ta pe pE ki,9.54537421459045,LEARNER,BroadTest
0,0,unif,0,tE ka ti kE,12.86534806266895,LEARNER,BroadTest
0,0,unif,0,te ti pE pi,7.660282079205583,LEARNER,BroadTest
0,0,unif,0,te ki kE kE kI,10.38428344987162,LEARNER,BroadTest
0,0,unif,0,ti tE pi ka,11.527641053122801,LEARNER,BroadTest
0,0,unif,0,ka tI tI kE,12.075026178961522,LEARNER,BroadTest
0,0,unif,0,pI pi pI pE,12.123613530535263,LEARNER,BroadTest
0,0,unif,0,kE tE pE te,7.320170618189389,LEARNER,BroadTest
0,0,unif,0,ki pa pI pi,12.269375585256489,LEARNER,BroadTest
0,0,unif,0,ke pE pe ki ka,10.980255927284082,LEARNER,BroadTest
0,0,unif,0,te ki ta pI pE,13.10828482053766,LEARNER,BroadTest
0,0,unif,0,pI tI te kI te,12.26937558525649,LEARNER,BroadTest
0,0,unif,0,ta pE pe tE,10.737319169415374,LEARNER,BroadTest
0,0,unif,0,pi kI pi kI ki,7.417345321336873,LEARNER,BroadTest
0,0,unif,0,ta tI ta pI te kI pI,15.735111488056216,LEARNER,BroadTest
0,0,unif,0,pE pe pE pi kE ki,10.287108746724137,LEARNER,BroadTest
0,0,unif,0,tE pE ka te,10.737319169415374,LEARNER,BroadTest
0,0,unif,0,tI ka ta ti pE kE,17.668790975014826,LEARNER,BroadTest
0,0,unif,0,tI kE tE pI,10.044171988855428,LEARNER,BroadTest
0,0,unif,0,ta pa pa ka pi,5.885288905495757,LEARNER,BroadTest
0,0,unif,0,ka te ka kI,9.995584637281686,LEARNER,BroadTest
0,0,unif,0,pe ki pE tE,10.33569609829788,LEARNER,BroadTest
0,0,unif,0,kI ta pa ka pI,12.02643882738778,LEARNER,BroadTest
0,0,unif,0,pe te pe ta,5.982463608643241,LEARNER,BroadTest
0,0,unif,0,ke kI ta pa,10.834493872562858,LEARNER,BroadTest
0,0,unif,0,pi pE kI tE,10.785906520989116,LEARNER,BroadTest
0,0,unif,0,ta ka ki pE pa,14.154467720641357,LEARNER,BroadTest
0,0,unif,0,pa kI kI ti,10.141346692002912,LEARNER,BroadTest
0,0,unif,0,tE ki pE ka,12.913935414242692,LEARNER,BroadTest
0,0,unif,0,pI tI pE ti pi,10.33569609829788,LEARNER,BroadTest
0,0,unif,0,ke ke ti ke pI,7.611694727631841,LEARNER,BroadTest
0,0,unif,0,te kE pi kI,9.642548917737933,LEARNER,BroadTest
0,0,unif,0,pe pa pa te pe pi,7.660282079205583,LEARNER,BroadTest
0,0,unif,0,ke pi pI ka pI pI,13.850019352671348,LEARNER,BroadTest
0,0,unif,0,ka pe ka kI,9.995584637281686,LEARNER,BroadTest
0,0,unif,0,te ka ka kE,9.253850105147999,LEARNER,BroadTest
0,0,unif,0,ka tE kE tE te,9.351024808295483,LEARNER,BroadTest
0,0,unif,0,pe pI ta pE,10.883081224136598,LEARNER,BroadTest
0,0,unif,0,kE pI te ki,8.997989088751732,LEARNER,BroadTest
0,0,unif,0,ki ki ta te,10.980255927284082,LEARNER,BroadTest
0,0,unif,0,pa ta tE tI ke,13.558495243228895,LEARNER,BroadTest
0,0,unif,0,pe ta kI pI kI,12.913935414242692,LEARNER,BroadTest
0,0,unif,0,ke tE pi kE,10.238521395150395,LEARNER,BroadTest
0,0,unif,0,tI pi pI pI,9.399612159869225,LEARNER,BroadTest
0,0,unif,0,kI pI pa pa,14.701852846480076,LEARNER,BroadTest
0,0,unif,0,tI pa te pI tE,14.993376955922528,LEARNER,BroadTest
0,0,unif,0,pa ki tI te,11.624815756270285,LEARNER,BroadTest
0,0,unif,0,pe pE pI pa,11.47905370154906,LEARNER,BroadTest
0,0,unif,0,pi tE ta pe,12.172200882109005,LEARNER,BroadTest
0,0,unif,0,ti te ke pE,8.755052330883021,LEARNER,BroadTest
0,0,unif,0,kI ta pE kI ki pi,15.139139010643754,LEARNER,BroadTest
0,0,unif,0,ti ka pa pi,10.09275934042917,LEARNER,BroadTest
0,0,unif,0,tI ti tI pe,10.785906520989116,LEARNER,BroadTest
0,0,unif,0,kI pI kE pa,12.622411304800242,LEARNER,BroadTest
0,0,unif,0,kE pe ta ke,10.09275934042917,LEARNER,BroadTest
0,0,unif,0,kI ke ti kE pE,13.011110117390176,LEARNER,BroadTest
0,0,unif,0,ta pa kE tE,10.591557114694147,LEARNER,BroadTest
0,0,unif,0,tI kI ka ka,14.701852846480076,LEARNER,BroadTest
0,0,unif,0,pI pi ka ke ki,13.10828482053766,LEARNER,BroadTest
0,0,unif,0,pa pa tE tE,10.591557114694147,LEARNER,BroadTest
0,0,unif,0,kI ti kI ta,13.461320540081411,LEARNER,BroadTest
0,0,unif,0,ke tE pE pa tE,12.123613530535263,LEARNER,BroadTest
0,0,unif,0,ka pa ke pe,7.368757969763131,LEARNER,BroadTest
0,0,unif,0,kE pI ta tE,12.816760711095208,LEARNER,BroadTest
0,0,unif,0,kE ti ke ta,10.883081224136598,LEARNER,BroadTest
0,0,unif,0,ki pI pI kE ta pa,14.154467720641357,LEARNER,BroadTest
0,0,unif,0,tI ka pI ta,9.84982258256046,LEARNER,BroadTest
0,0,unif,0,ke ti pe tI,6.918547547071896,LEARNER,BroadTest
0,0,unif,0,pe ke pI ki pa kE,15.187726362217497,LEARNER,BroadTest
0,0,unif,0,tE ke ta pe,10.09275934042917,LEARNER,BroadTest
0,0,unif,0,pI pE ke pa,12.719586007947726,LEARNER,BroadTest
0,0,unif,0,pe ta pi kE,11.527641053122801,LEARNER,BroadTest
0,0,unif,0,ta pE tI pE,12.075026178961522,LEARNER,BroadTest
0,0,unif,0,kE ti ta ka ka ti,12.317962936830233,LEARNER,BroadTest
0,0,unif,0,ti ta pE ki pE,15.04196430749627,LEARNER,BroadTest
0,0,unif,0,pa pi pi ta,10.883081224136598,LEARNER,BroadTest
0,0,unif,0,pe pI ki ti kE,10.980255927284084,LEARNER,BroadTest
0,0,unif,0,ki ke pI tE tE,11.624815756270285,LEARNER,BroadTest
0,0,unif,0,pi pa te pI kI pe,17.218580552323584,LEARNER,BroadTest
0,0,unif,0,pI pE kE pa pI,13.461320540081411,LEARNER,BroadTest
0,0,unif,0,ki pE ti pi tI,10.33569609829788,LEARNER,BroadTest
0,0,unif,0,te kE kI pE,10.834493872562856,LEARNER,BroadTest
0,0,unif,0,te ka ke pE ta,11.430466349975319,LEARNER,BroadTest
0,0,unif,0,pe pi pi kE kE,11.721990459417771,LEARNER,BroadTest
0,0,unif,0,pi pa te ke,8.803639682456764,LEARNER,BroadTest
0,0,unif,0,pE ka ta pa,7.721793689306883,LEARNER,BroadTest
0,0,unif,0,kE tE pE pe ti ki,8.997989088751732,LEARNER,BroadTest
0,0,unif,0,tE tE kI te,10.141346692002912,LEARNER,BroadTest
0,0,unif,0,kI pE tI te,10.785906520989116,LEARNER,BroadTest
0,0,unif,0,te tE ka ti ki tI pa tI,15.236313713791239,LEARNER,BroadTest
0,0,unif,0,kE tI pe te,10.980255927284082,LEARNER,BroadTest
0,0,unif,0,te pa ke ta kI,9.399612159869225,LEARNER,BroadTest
0,0,unif,0,tI pI ka pe ta,16.87846909130739,LEARNER,BroadTest
0,0,unif,0,ti pi pI kI ta tE,16.42825866861616,LEARNER,BroadTest
0,0,unif,0,te ka pE ti tE,14.397404478510067,LEARNER,BroadTest
0,0,unif,0,pa ta ta tE,7.077233860320679,LEARNER,BroadTest
0,0,unif,0,pa kI pI ki,10.141346692002912,LEARNER,BroadTest
0,0,unif,0,te ke ke te pE ke kI,7.61169472763184,LEARNER,BroadTest
0,0,unif,0,ti ka tE pa te te,12.269375585256489,LEARNER,BroadTest
0,0,unif,0,te pa kI pa,11.333291646827835,LEARNER,BroadTest
0,0,unif,0,kI ti pi kE,11.47905370154906,LEARNER,BroadTest
0,0,unif,0,ta te te tI pI kI pI,12.366550288403973,LEARNER,BroadTest
0,0,unif,0,ta pe tE,8.609290276161795,LEARNER,BroadTest
0,0,unif,0,pI ta pE pi,11.576228404696543,LEARNER,BroadTest
0,0,unif,0,pe tE tE pe tE ti,8.256254556618043,LEARNER,BroadTest
0,0,unif,0,tI tI te pI pe pi,11.721990459417771,LEARNER,BroadTest
0,0,unif,0,te te pi kI,6.918547547071896,LEARNER,BroadTest
0,0,unif,0,pE ka kI pI,13.558495243228895,LEARNER,BroadTest
0,0,unif,0,ke ki ke pi kE,7.563107376058099,LEARNER,BroadTest
0,0,unif,0,kE ti te te pi ka,10.93166857571034,LEARNER,BroadTest
0,0,unif,0,kI ki ki pe kI ki,10.287108746724137,LEARNER,BroadTest
0,0,unif,0,te ki ta te pE,11.028843278857824,LEARNER,BroadTest
0,0,unif,0,ki tI tI pa,12.075026178961522,LEARNER,BroadTest
0,0,unif,0,ke pe ti ka,6.8213728439244115,LEARNER,BroadTest
0,0,unif,0,ti ti pa kI,10.980255927284082,LEARNER,BroadTest
0,0,unif,0,ta pa kI pe ta,14.79902754962756,LEARNER,BroadTest
0,0,unif,0,ta pI ti ka,13.461320540081411,LEARNER,BroadTest
0,0,unif,0,ti tE ka ke,12.172200882109005,LEARNER,BroadTest
0,0,unif,0,pE tI ti pe,10.238521395150396,LEARNER,BroadTest
0,0,unif,0,ka ke ki kE,10.238521395150396,LEARNER,BroadTest
0,0,unif,0,ke ki ki ka pe,10.38428344987162,LEARNER,BroadTest
0,0,unif,0,pe pI tI tI,7.465932672910615,LEARNER,BroadTest
0,0,unif,0,tE ke ki ta,9.545374214590451,LEARNER,BroadTest
0,0,unif,0,pa tE pa ki,9.351024808295483,LEARNER,BroadTest
0,0,unif,0,pa tE pi ke,10.93166857571034,LEARNER,BroadTest
0,0,unif,0,kE ti te ti ke kE tI,11.028843278857824,LEARNER,BroadTest
0,0,unif,0,tI pI kI ti,7.964730447175592,LEARNER,BroadTest
0,0,unif,0,ke te ta ta,7.368757969763131,LEARNER,BroadTest
0,0,unif,0,pI tE pE ka ke pi,13.108284820537662,LEARNER,BroadTest
0,0,unif,0,tI ta tI kI pe,15.637936784908732,LEARNER,BroadTest
0,0,unif,0,kI pe ta pE,14.105880369067615,LEARNER,BroadTest
0,0,unif,0,te pE pi ke,9.642548917737935,LEARNER,BroadTest
0,0,unif,0,pE pa ka ti tI,13.011110117390178,LEARNER,BroadTest
0,0,unif,0,kI ka kE ki,11.576228404696543,LEARNER,BroadTest
0,0,unif,0,te pE ta pI ki,13.752844649523864,LEARNER,BroadTest
0,0,unif,0,ke ki pe ki,4.194546176405856,LEARNER,BroadTest
0,0,unif,0,tE kI tI pi,8.110492501896818,LEARNER,BroadTest
0,0,unif,0,ke kI pi pE,10.93166857571034,LEARNER,BroadTest
0,0,unif,0,pI ke ta ka,12.622411304800242,LEARNER,BroadTest
0,0,unif,0,pi tI kE,9.351024808295483,LEARNER,BroadTest
0,0,unif,0,ta tI ki ki,8.207667205044302,LEARNER,BroadTest
0,0,unif,0,ti ti tI te ta,13.558495243228895,LEARNER,BroadTest
0,0,unif,0,tI te pa pi pi,13.108284820537662,LEARNER,BroadTest
0,0,unif,0,tE pi ki pE,10.980255927284084,LEARNER,BroadTest
0,0,unif,0,ti pE ki ti pE,10.980255927284084,LEARNER,BroadTest
0,0,unif,0,ke pI kE pE pe,9.642548917737935,LEARNER,BroadTest
0,0,unif,0,pa pE te ka,11.333291646827835,LEARNER,BroadTest
0,0,unif,0,pa ki pe pi,6.8699601954981535,LEARNER,BroadTest
0,0,unif,0,ki tI kE pa ke,13.65566994637638,LEARNER,BroadTest
0,0,unif,0,ti kE kE tE,10.688731817841632,LEARNER,BroadTest
0,0,unif,0,tE pa tE ke,10.09275934042917,LEARNER,BroadTest
0,0,unif,0,te pi tE ki ka,10.980255927284082,LEARNER,BroadTest
0,0,unif,0,pe pI pe pa,12.269375585256489,LEARNER,BroadTest
0,0,unif,0,tI pa te pI,11.576228404696543,LEARNER,BroadTest
0,0,unif,0,kI ke tI kE,11.527641053122801,LEARNER,BroadTest
0,0,unif,0,pi te pa pi,9.593961566164193,LEARNER,BroadTest
0,0,unif,0,ti pE pE kE,10.688731817841632,LEARNER,BroadTest
0,0,unif,0,pe ke pe ka,5.982463608643241,LEARNER,BroadTest
0,0,unif,0,ti kE ka kE,13.461320540081411,LEARNER,BroadTest
0,0,unif,0,pE pI kI kI,7.320170618189389,LEARNER,BroadTest
0,0,unif,0,ta pi ka ki ke pI,11.673403107844027,LEARNER,BroadTest
0,0,unif,0,pe pE kE pE,7.964730447175592,LEARNER,BroadTest
0,0,unif,0,ta ke ta tI,9.995584637281686,LEARNER,BroadTest
0,0,unif,0,tE ka pI ka tE,11.333291646827835,LEARNER,BroadTest
0,0,unif,0,ka kI ki tE,13.558495243228895,LEARNER,BroadTest
0,0,unif,0,ta kI pE pe,11.47905370154906,LEARNER,BroadTest
0,0,unif,0,ta pi pi ki pe,8.207667205044302,LEARNER,BroadTest
0,0,unif,0,ta pI kE tI,10.737319169415374,LEARNER,BroadTest
0,0,unif,0,kI pE ki ke pE,13.65566994637638,LEARNER,BroadTest
0,0,unif,0,ti tI pi pE,10.785906520989116,LEARNER,BroadTest
0,0,unif,0,kI ke ti tI,10.287108746724138,LEARNER,BroadTest
0,0,unif,0,kI te ti te,8.207667205044302,LEARNER,BroadTest
0,0,unif,0,pa ki ke ka,10.785906520989116,LEARNER,BroadTest
0,0,unif,0,pe pi ka tE ti te,12.463724991551459,LEARNER,BroadTest
0,0,unif,0,te tE te te,7.465932672910615,LEARNER,BroadTest
0,0,unif,0,pe pe tI kI,9.691136269311675,LEARNER,BroadTest
0,0,unif,0,ki te tI ke pe pe,10.33569609829788,LEARNER,BroadTest
0,0,unif,0,kI kE pE kI kE,10.688731817841632,LEARNER,BroadTest
0,0,unif,0,kI pe ti kE pe,10.980255927284084,LEARNER,BroadTest
0,0,unif,0,te tE pi pI,9.642548917737933,LEARNER,BroadTest
0,0,unif,0,tE ke te tI tE pE,11.67340310784403,LEARNER,BroadTest
0,0,unif,0,pE te te kE kI,9.593961566164191,LEARNER,BroadTest
0,0,unif,0,kE ka pE te,10.09275934042917,LEARNER,BroadTest
0,0,unif,0,ta pI ta ta ki,11.430466349975319,LEARNER,BroadTest
0,0,unif,0,pi ti kI pi,7.465932672910615,LEARNER,BroadTest
0,0,unif,0,tI te ti pi kE pi,11.028843278857826,LEARNER,BroadTest
0,0,unif,0,pI ti te te pE ti,10.980255927284084,LEARNER,BroadTest
0,0,unif,0,pi kE tE pI,10.834493872562856,LEARNER,BroadTest
0,0,unif,0,ki ke pe kE,8.755052330883021,LEARNER,BroadTest
0,0,unif,0,kE pe pI pE,10.93166857571034,LEARNER,BroadTest
0,0,unif,0,ka ke kI tI tE,13.607082594802637,LEARNER,BroadTest
0,0,unif,0,ti tI kI tI ke,10.834493872562856,LEARNER,BroadTest
0,0,unif,0,ke tE pa tI,10.141346692002912,LEARNER,BroadTest
0,0,unif,0,tI ke pE ke pa,13.461320540081411,LEARNER,BroadTest
0,0,unif,0,ke ta ta kE,9.253850105147999,LEARNER,BroadTest
0,0,unif,0,pI pE kE kI ta,12.719586007947726,LEARNER,BroadTest
0,0,unif,0,pe pI pI tE pi,9.691136269311677,LEARNER,BroadTest
0,0,unif,0,te pI kI tE tI,9.54537421459045,LEARNER,BroadTest
0,0,unif,0,pi ke ke pi pi,6.22540036651195,LEARNER,BroadTest
0,0,unif,0,tE ke pa ka ti pe,13.704257297950123,LEARNER,BroadTest
0,0,unif,0,pI ke te ti ke,8.900814385604248,LEARNER,BroadTest
0,0,unif,0,pa pI ke pI,10.8830812241366,LEARNER,BroadTest
0,0,unif,0,pe ka te ta,7.867555744028108,LEARNER,BroadTest
0,0,unif,0,tE kI pa ka,12.768173359521466,LEARNER,BroadTest
0,0,unif,0,kE pi ti pe ke,8.94940173717799,LEARNER,BroadTest
0,0,unif,0,kE ta pe pe ke,8.803639682456764,LEARNER,BroadTest
0,0,unif,0,kI te pi ta,10.883081224136598,LEARNER,BroadTest
0,0,unif,0,ke pE kE pI,8.110492501896818,LEARNER,BroadTest
0,0,unif,0,tE te ki ka,9.545374214590451,LEARNER,BroadTest
0,0,unif,0,ti ki kI pI te,10.883081224136598,LEARNER,BroadTest
0,0,unif,0,ti ki ke pI pe,10.287108746724137,LEARNER,BroadTest
0,0,unif,0,kE ke ki pe,8.256254556618044,LEARNER,BroadTest
0,0,unif,0,ka pi te tE,10.834493872562856,LEARNER,BroadTest
0,0,unif,0,tI kI kI kI,7.174408563468163,LEARNER,BroadTest
0,0,unif,0,ka te pI pa,11.47905370154906,LEARNER,BroadTest
0,0,unif,0,ke tE ti pE,10.238521395150395,LEARNER,BroadTest
0,0,unif,0,pa ka te te,7.368757969763131,LEARNER,BroadTest
0,0,unif,0,tE ke ke tI pE tI ti,12.463724991551459,LEARNER,BroadTest
0,0,unif,0,tI te ke,8.755052330883021,LEARNER,BroadTest
0,0,unif,0,ka tE ta ta ke kI,11.576228404696543,LEARNER,BroadTest
0,0,unif,0,ki ka tE ti,10.93166857571034,LEARNER,BroadTest
0,0,unif,0,ti pa kI pe te,13.011110117390176,LEARNER,BroadTest
0,0,unif,0,kI pi kI tE,12.123613530535263,LEARNER,BroadTest
0,0,unif,0,kI te pe kI,10.980255927284082,LEARNER,BroadTest
0,0,unif,0,ke ka ke kE pE pa,12.816760711095208,LEARNER,BroadTest
0,0,unif,0,tI pE ka pI,13.461320540081411,LEARNER,BroadTest
0,0,unif,0,ta ka pE pa,9.801235230986718,LEARNER,BroadTest
0,0,unif,0,pI tI ta pa,14.701852846480076,LEARNER,BroadTest
0,0,unif,0,ta ki pe ke,8.110492501896818,LEARNER,BroadTest
0,0,unif,0,ki ke te tE,8.755052330883021,LEARNER,BroadTest
0,0,unif,0,pe kE tE pi kE pe,10.980255927284082,LEARNER,BroadTest
0,0,unif,0,ke te pi ta,6.8213728439244115,LEARNER,BroadTest
0,0,unif,0,kI pI pi ka,13.364145836933929,LEARNER,BroadTest
0,0,unif,0,ta pe te pE ka ki,10.93166857571034,LEARNER,BroadTest
0,0,unif,0,pE ka pI pe,12.172200882109005,LEARNER,BroadTest
0,0,unif,0,te ke tE tI tE ke kE ki,10.38428344987162,LEARNER,BroadTest
0,0,unif,0,te ka ki pE,11.527641053122801,LEARNER,BroadTest
0,0,unif,0,tE ke kE tI pE ti,10.980255927284082,LEARNER,BroadTest
0,0,unif,0,tE pe pI kI,10.980255927284082,LEARNER,BroadTest
0,0,unif,0,pE te pa pa,9.995584637281686,LEARNER,BroadTest
0,0,unif,0,tI pI pa ki,12.913935414242692,LEARNER,BroadTest
0,0,unif,0,ke pE pa ta,9.995584637281686,LEARNER,BroadTest
0,0,unif,0,pe ki ke pE pe pI,9.691136269311675,LEARNER,BroadTest
0,0,unif,0,te kI te ki,7.660282079205583,LEARNER,BroadTest
0,0,unif,0,ke ke ta tE,8.803639682456764,LEARNER,BroadTest
0,0,unif,0,ki te te pe pi,5.532253185952005,LEARNER,BroadTest
0,0,unif,0,kE ka kE pi,10.238521395150395,LEARNER,BroadTest
0,0,unif,0,pI pE ka ti,12.172200882109005,LEARNER,BroadTest
0,0,unif,0,ki ki tI kE,10.141346692002912,LEARNER,BroadTest
0,0,unif,0,kE pa tI ki,12.269375585256489,LEARNER,BroadTest
0,0,unif,0,ka ta kI pa pa,11.929264124240296,LEARNER,BroadTest
0,0,unif,0,kE ta pi pa ke pe,11.624815756270285,LEARNER,BroadTest
0,0,unif,0,kI kE pE kE,9.898409934134202,LEARNER,BroadTest
0,0,unif,0,tI ti ka tE pE te,16.331083965468675,LEARNER,BroadTest
0,0,unif,0,ta tE ta tE pa,9.108088050426772,LEARNER,BroadTest
0,0,unif,0,kE ke pI ki,9.642548917737935,LEARNER,BroadTest
0,0,unif,0,ti kI pe pe kE,12.31796293683023,LEARNER,BroadTest
0,0,unif,0,pa tI ti pI ka tE,17.072818497602363,LEARNER,BroadTest
0,0,unif,0,tI tE ki te,10.931668575710342,LEARNER,BroadTest
0,0,unif,0,kI kE ki tE ta ke,15.735111488056216,LEARNER,BroadTest
0,0,unif,0,pI kE tI pI,10.044171988855428,LEARNER,BroadTest
0,0,unif,0,kE tI tE ti kI,10.980255927284082,LEARNER,BroadTest
0,0,unif,0,pi kE kE ke ti,10.384283449871623,LEARNER,BroadTest
0,0,unif,0,ke kE ka ta pe,10.834493872562856,LEARNER,BroadTest
0,0,unif,0,tE ke ka kE pa,12.075026178961522,LEARNER,BroadTest
0,0,unif,0,ta pi ta ka,11.284704295254093,LEARNER,BroadTest
0,0,unif,0,ka te ti ti pa,11.576228404696545,LEARNER,BroadTest
0,0,unif,0,pe tI pe te,9.691136269311677,LEARNER,BroadTest
0,0,unif,0,kI ke te tE pI,12.31796293683023,LEARNER,BroadTest
0,0,unif,0,ke ki tI pa,9.593961566164193,LEARNER,BroadTest
0,0,unif,0,ki ke ta pE ti,12.415137639977717,LEARNER,BroadTest
0,0,unif,0,pe kI tE ti pa,13.011110117390176,LEARNER,BroadTest
0,0,unif,0,ta kE ki kI ti,10.980255927284084,LEARNER,BroadTest
0,0,unif,0,pi te ki pE,8.207667205044302,LEARNER,BroadTest
0,0,unif,0,ti ka ti te pi,8.997989088751732,LEARNER,BroadTest
0,0,unif,0,ta tI pe ke,10.883081224136598,LEARNER,BroadTest
0,0,unif,0,ki ti tI ti kI,8.110492501896818,LEARNER,BroadTest
0,0,unif,0,ka pE ta tI,9.253850105147999,LEARNER,BroadTest
0,0,unif,0,tI pa ki pE,12.816760711095208,LEARNER,BroadTest
0,0,unif,0,pe tE pI ta,11.47905370154906,LEARNER,BroadTest
0,0,unif,0,kI ti pI te,10.785906520989116,LEARNER,BroadTest
0,0,unif,0,ka kE tI pE kI pe,12.86534806266895,LEARNER,BroadTest
0,0,unif,0,ta pE tE ka,11.23611694368035,LEARNER,BroadTest
0,0,unif,0,ke pI ke kI,8.207667205044302,LEARNER,BroadTest
0,0,unif,0,pe pi pE ki te pE,11.028843278857824,LEARNER,BroadTest
0,0,unif,0,ki kE kI pE pI kI ta,13.509907891655153,LEARNER,BroadTest
0,0,unif,0,kI te te pI,10.980255927284082,LEARNER,BroadTest
0,0,unif,0,kI pa pi ka ta,13.364145836933929,LEARNER,BroadTest
0,0,unif,0,te te ka pE tE pe ki,11.12601798200531,LEARNER,BroadTest
0,0,unif,0,pE kI ti pI pI,9.54537421459045,LEARNER,BroadTest
0,0,unif,0,te ta pa pI pE kI,14.993376955922528,LEARNER,BroadTest
0,0,unif,0,tI pI kE pE,11.333291646827835,LEARNER,BroadTest
0,0,unif,0,ki kE ti,8.207667205044302,LEARNER,BroadTest
0,0,unif,0,pI pe ki te tI tI,13.05969746896392,LEARNER,BroadTest
0,0,unif,0,ka pI tE pa,13.364145836933929,LEARNER,BroadTest
0,0,unif,0,pE pE ti ke,10.980255927284082,LEARNER,BroadTest
0,0,unif,0,kI pI pi tI,9.399612159869225,LEARNER,BroadTest
0,0,unif,0,tE pe pe pE,8.755052330883021,LEARNER,BroadTest
0,0,unif,0,pE ki kI kE,10.93166857571034,LEARNER,BroadTest
0,0,unif,0,ki kE ta ki,11.576228404696545,LEARNER,BroadTest
0,0,unif,0,kI kE pe kI pI,12.31796293683023,LEARNER,BroadTest
0,0,unif,0,ti kE ki,8.207667205044302,LEARNER,BroadTest
0,0,unif,0,tE pE ka ke pE,12.816760711095208,LEARNER,BroadTest
0,0,unif,0,ti te ke pE ta,11.47905370154906,LEARNER,BroadTest
0,0,unif,0,kI kE kE kI,10.044171988855428,LEARNER,BroadTest
0,0,unif,0,kI ke ke pi,8.256254556618044,LEARNER,BroadTest
0,0,unif,0,pa ta ki kE,12.123613530535263,LEARNER,BroadTest
0,0,unif,0,ke pE ta kI te,13.65566994637638,LEARNER,BroadTest
